Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
X1,2019,South America,Red,Petrol,Manual,3.7,40679,44498,492,Low
X3,2016,Asia,White,Electric,Manual,3.7,106113,83378,946,Low
X1,2022,South America,Grey,Hybrid,Manual,4.5,125720,39516,6608,Low
i3,2019,Middle East,White,Electric,Manual,2.1,195670,77682,4248,Low
X6,2015,Asia,Grey,Diesel,Automatic,2.8,12821,119026,6854,Low
X1,2020,Europe,Black,Petrol,Automatic,1.9,78418,80576,7047,High
M3,2015,Africa,Grey,Hybrid,Manual,2.3,110269,72021,3790,Low
X6,2017,South America,Red,Diesel,Automatic,4.6,113927,40250,1865,Low
X3,2023,Europe,Silver,Petrol,Manual,2.7,122693,57268,5169,Low
M5,2020,North America,Grey,Diesel,Automatic,4.1,185328,79959,2624,Low
i8,2016,South America,Blue,Diesel,Automatic,1.6,166180,72808,1262,Low
i8,2020,Europe,Red,Diesel,Manual,2.8,19288,86827,6825,Low
M5,2018,Asia,Blue,Petrol,Automatic,3.6,136124,57557,1519,Low
X6,2017,Asia,Black,Petrol,Manual,3.5,143470,65710,4235,Low
X6,2018,Middle East,Blue,Diesel,Automatic,2.2,37814,78887,3436,Low
i8,2018,Asia,Blue,Hybrid,Automatic,4.8,140000,78254,1144,Low
X6,2016,Africa,Grey,Hybrid,Automatic,2.3,94339,69924,944,Low
X6,2016,Africa,Blue,Electric,Manual,3.3,148729,84165,4789,Low
i8,2019,Middle East,Silver,Electric,Manual,3.7,29289,88874,2585,Low
M3,2023,North America,Grey,Electric,Automatic,3.7,120519,32811,3688,Low
X6,2023,Africa,Blue,Hybrid,Manual,4.9,30010,98562,1413,Low
M5,2022,Asia,Grey,Diesel,Automatic,3.2,67618,76788,7862,High
i8,2015,South America,Red,Hybrid,Automatic,2.1,131506,53132,8796,High
M3,2022,South America,Black,Hybrid,Automatic,4.9,30858,46062,893,Low
X5,2022,Middle East,Black,Petrol,Manual,1.8,197065,114245,2086,Low
M3,2018,North America,Black,Diesel,Manual,1.9,139191,107240,1854,Low
X6,2024,Asia,Grey,Diesel,Manual,2.3,24909,34743,3390,Low
X1,2014,Africa,Grey,Hybrid,Manual,3.5,103356,30938,1123,Low
X5,2023,Europe,Blue,Electric,Automatic,3.6,176819,48615,8574,High
M3,2014,Asia,White,Hybrid,Manual,3.5,7760,79798,937,Low
i3,2018,South America,White,Hybrid,Manual,3.2,172727,111768,4925,Low
X6,2017,Middle East,Silver,Electric,Manual,4.3,7396,76701,6989,Low
X5,2017,Africa,Red,Petrol,Manual,2.4,21287,39740,8829,High
i8,2015,South America,Blue,Hybrid,Manual,2.0,144840,96787,5877,Low
i8,2016,Asia,Black,Electric,Manual,1.6,43292,64575,3984,Low
X6,2024,Europe,White,Electric,Automatic,2.3,59258,70078,9135,High
X3,2017,Asia,Black,Petrol,Manual,3.4,97199,115442,4830,Low
X1,2016,South America,Blue,Electric,Automatic,3.4,58539,108636,8488,High
X5,2023,Asia,Blue,Diesel,Manual,2.4,168405,117437,2860,Low
i8,2023,North America,White,Hybrid,Automatic,3.7,146703,65499,8828,High
i3,2017,North America,Blue,Diesel,Manual,2.2,67371,72198,6836,Low
X5,2018,Middle East,Black,Petrol,Manual,4.3,172987,117367,9665,High
X5,2023,South America,Silver,Electric,Automatic,1.5,101638,81243,3356,Low
M5,2015,Europe,Blue,Hybrid,Automatic,1.9,95236,63107,3096,Low
M3,2015,Asia,Silver,Diesel,Automatic,3.1,48145,81707,6165,Low
M3,2021,South America,Blue,Hybrid,Automatic,3.5,148162,54713,7103,High
X1,2020,Middle East,Blue,Hybrid,Automatic,2.0,85324,51766,3744,Low
X1,2018,Africa,Grey,Petrol,Automatic,2.4,150171,33234,5599,Low
X6,2016,South America,Black,Hybrid,Manual,4.3,52532,46641,3715,Low
X1,2022,North America,White,Diesel,Manual,4.8,35496,40985,5930,Low
i8,2016,South America,Grey,Petrol,Automatic,3.0,23312,66179,474,Low
X3,2014,Africa,Blue,Electric,Manual,4.6,33242,94793,7049,High
M5,2023,Africa,Blue,Petrol,Manual,2.1,157585,98606,1195,Low
i3,2020,Africa,Black,Petrol,Manual,3.2,179647,87695,4008,Low
X6,2017,Europe,Red,Electric,Manual,3.3,194392,87001,2405,Low
X6,2019,Africa,White,Diesel,Manual,1.8,75007,53870,8826,High
i3,2019,Africa,Grey,Diesel,Manual,2.2,155199,117161,1067,Low
X3,2023,Middle East,Blue,Hybrid,Manual,4.0,76398,82352,956,Low
X1,2020,Middle East,Blue,Diesel,Automatic,4.3,189703,98187,8214,High
i8,2015,Europe,Red,Electric,Automatic,4.8,24988,39735,3491,Low
M5,2017,Africa,Red,Petrol,Manual,3.7,1204,69363,5619,Low
i8,2016,Asia,Silver,Electric,Automatic,2.4,128985,97522,9670,High
i8,2020,North America,Silver,Petrol,Manual,3.7,55324,85482,4245,Low
i8,2023,South America,Blue,Petrol,Automatic,4.6,161144,57562,4183,Low
X1,2015,North America,Black,Electric,Automatic,3.8,140802,85042,6652,Low
i3,2018,Asia,Grey,Hybrid,Manual,1.7,19734,57094,4568,Low
X5,2018,South America,Blue,Diesel,Automatic,4.0,162615,48384,4694,Low
i3,2016,Africa,White,Hybrid,Manual,2.9,93216,66137,8503,High
i3,2024,South America,Red,Diesel,Manual,4.8,40866,67427,7883,High
X5,2021,Europe,Silver,Diesel,Automatic,4.9,46477,119954,9373,High
X3,2018,North America,White,Diesel,Automatic,3.1,108080,45057,190,Low
M3,2017,Asia,Grey,Petrol,Manual,4.9,117553,42545,3652,Low
X6,2018,Asia,Blue,Petrol,Automatic,3.9,8393,98199,5091,Low
i3,2016,North America,Grey,Hybrid,Manual,2.0,129732,116208,5964,Low
i3,2014,Europe,White,Petrol,Manual,4.5,75378,64502,6968,Low
M3,2024,Asia,White,Electric,Manual,2.7,110725,79201,3565,Low
M5,2016,Europe,Red,Hybrid,Manual,3.1,2939,58649,4674,Low
X3,2018,South America,Grey,Diesel,Automatic,4.5,120590,112712,207,Low
X5,2024,South America,White,Diesel,Manual,4.2,186128,46173,1655,Low
M3,2022,South America,Grey,Hybrid,Automatic,4.8,173168,30651,2472,Low
i3,2018,North America,Black,Electric,Manual,1.8,187243,32415,249,Low
i8,2016,North America,Grey,Hybrid,Automatic,3.8,95590,42030,7955,High
X1,2014,Asia,Black,Petrol,Manual,4.0,129310,111453,3663,Low
X1,2017,North America,White,Hybrid,Manual,2.0,64498,61762,6849,Low
X1,2021,Africa,Red,Hybrid,Automatic,4.2,185362,102091,1625,Low
X1,2015,Middle East,Red,Petrol,Automatic,2.2,40942,99621,3276,Low
X5,2021,Middle East,Red,Petrol,Manual,3.1,44971,84679,5298,Low
i8,2022,Middle East,Blue,Hybrid,Automatic,1.9,80746,77848,5387,Low
i3,2021,North America,White,Diesel,Automatic,2.3,22012,60543,7830,High
X3,2017,Middle East,White,Hybrid,Automatic,3.3,178150,49032,3658,Low
X5,2024,Africa,Blue,Hybrid,Automatic,2.0,10998,32020,2480,Low
X5,2015,Europe,Red,Diesel,Automatic,4.1,108715,92535,7784,High
X3,2014,North America,Black,Diesel,Manual,4.8,40508,74674,186,Low
i3,2023,North America,Silver,Hybrid,Automatic,4.1,154338,39958,4673,Low
i3,2023,Africa,Blue,Petrol,Automatic,4.9,199785,49763,8034,High
M3,2020,North America,Black,Hybrid,Automatic,3.9,85966,61733,5832,Low
X1,2014,North America,White,Diesel,Automatic,3.3,88331,39107,3432,Low
M5,2023,Europe,Blue,Petrol,Manual,4.7,109861,39505,1255,Low
X1,2014,Middle East,Blue,Petrol,Manual,2.8,199916,107983,4248,Low
i8,2015,Europe,Red,Petrol,Automatic,3.3,199165,80714,3106,Low
X6,2014,Middle East,Grey,Hybrid,Manual,4.1,146822,45824,7071,High
M3,2021,North America,Grey,Diesel,Manual,1.7,161287,65052,4215,Low
X5,2015,South America,Silver,Petrol,Manual,1.7,148892,82873,5830,Low
X1,2024,South America,White,Petrol,Automatic,2.0,163832,119461,9939,High
i3,2022,Asia,White,Hybrid,Manual,4.3,167467,73896,3193,Low
M3,2015,Europe,Red,Diesel,Manual,4.8,1609,119800,4667,Low
i3,2021,South America,Red,Diesel,Automatic,3.0,60305,91068,3566,Low
i8,2018,Middle East,White,Petrol,Manual,4.5,197047,38350,9096,High
X3,2018,Africa,Black,Electric,Automatic,4.7,133259,62098,4280,Low
X6,2014,Europe,White,Electric,Manual,1.7,71149,78852,660,Low
M5,2015,South America,Grey,Petrol,Automatic,3.5,12610,96447,4389,Low
i3,2021,Africa,Black,Electric,Manual,2.4,174994,111677,1853,Low
X1,2019,Asia,Grey,Petrol,Automatic,4.5,177002,97320,8499,High
X3,2024,Europe,Red,Diesel,Manual,3.0,51049,60047,4007,Low
X1,2024,Asia,Red,Electric,Automatic,2.4,56977,33897,5528,Low
M5,2014,Asia,Black,Diesel,Manual,1.5,174948,118803,3620,Low
i3,2016,Middle East,White,Hybrid,Automatic,4.6,197995,117382,1284,Low
M3,2018,North America,Blue,Electric,Automatic,2.0,78193,97580,6394,Low
X6,2015,Africa,Blue,Hybrid,Automatic,4.2,158076,96251,9638,High
X3,2024,Europe,Black,Diesel,Manual,3.8,172864,85742,435,Low
M3,2023,Middle East,Black,Electric,Manual,3.9,135203,56647,9599,High
M3,2016,Middle East,Grey,Electric,Automatic,2.4,162948,37903,8523,High
i3,2020,Asia,Red,Hybrid,Automatic,3.6,26023,60751,1861,Low
X3,2016,South America,Red,Diesel,Manual,2.4,183858,62685,3699,Low
i8,2021,North America,Red,Diesel,Manual,3.5,143120,45855,4180,Low
M5,2016,Africa,Silver,Diesel,Automatic,3.2,33034,80759,2100,Low
M3,2020,Asia,Silver,Petrol,Manual,1.6,115757,71789,9663,High
M3,2023,Africa,Blue,Hybrid,Automatic,4.7,146402,88655,845,Low
X3,2021,Asia,Blue,Diesel,Automatic,3.0,88995,83190,8633,High
i3,2024,North America,Blue,Diesel,Automatic,2.8,120722,62337,405,Low
M3,2017,Africa,Blue,Electric,Manual,1.9,161409,44437,6458,Low
M3,2019,Europe,Grey,Electric,Manual,4.1,42845,90194,151,Low
X5,2024,Africa,Red,Diesel,Manual,2.6,185404,60024,420,Low
M5,2015,Asia,Grey,Hybrid,Manual,3.5,138660,50782,1314,Low
X3,2022,Europe,Grey,Electric,Automatic,4.2,121545,102548,3325,Low
M3,2018,Asia,Blue,Hybrid,Automatic,4.0,197666,97706,5774,Low
X5,2018,Europe,White,Electric,Manual,4.5,187970,74885,9033,High
X5,2024,Europe,Silver,Electric,Automatic,4.0,1620,46672,2171,Low
X3,2024,Asia,Silver,Electric,Manual,4.0,50125,61130,237,Low
X3,2022,South America,Grey,Diesel,Automatic,2.4,66338,77725,7133,High
i3,2015,Africa,White,Hybrid,Automatic,4.3,195431,83023,7564,High
X3,2019,Asia,Black,Hybrid,Automatic,2.9,47271,97927,3679,Low
i8,2023,Europe,Blue,Hybrid,Automatic,2.5,23398,87203,780,Low
i3,2020,South America,Red,Hybrid,Manual,1.9,36721,90415,2183,Low
X6,2017,Africa,Silver,Diesel,Automatic,3.1,58837,105143,382,Low
X5,2017,Europe,Black,Hybrid,Manual,1.8,168783,119505,3713,Low
X5,2020,Africa,Grey,Petrol,Manual,3.2,87618,46583,3328,Low
X5,2017,Asia,Black,Electric,Manual,2.1,92253,36712,175,Low
i8,2023,Europe,Silver,Petrol,Manual,3.1,14709,84151,1621,Low
M5,2021,South America,Red,Petrol,Automatic,3.5,143104,119482,8021,High
M3,2015,South America,White,Diesel,Automatic,4.4,156849,71348,3769,Low
X6,2024,Africa,Grey,Hybrid,Manual,4.2,63101,114125,7943,High
i3,2021,Africa,Blue,Electric,Automatic,4.1,14390,119710,323,Low
i3,2016,Middle East,Blue,Hybrid,Manual,3.4,179383,67542,9521,High
X5,2017,North America,Red,Hybrid,Manual,3.1,137319,110487,6155,Low
M3,2018,Asia,Red,Petrol,Manual,4.8,130197,80852,4062,Low
X5,2019,Middle East,Red,Electric,Automatic,2.5,192720,41926,5695,Low
X1,2014,Africa,Grey,Electric,Manual,1.7,187870,90881,493,Low
X6,2024,North America,Red,Electric,Manual,4.4,177151,114161,853,Low
i8,2016,Africa,White,Diesel,Manual,2.7,152322,47745,4918,Low
X5,2023,Middle East,Black,Petrol,Automatic,2.8,128840,108673,8767,High
M3,2014,North America,Red,Hybrid,Automatic,3.1,18137,67501,2868,Low
M3,2019,Europe,Black,Diesel,Automatic,4.7,166021,104942,6726,Low
M3,2018,Europe,Black,Diesel,Automatic,3.7,111021,60070,1739,Low
X5,2015,North America,Silver,Petrol,Manual,4.5,16731,46931,117,Low
i3,2020,Europe,Blue,Hybrid,Automatic,2.1,24782,47968,9520,High
X1,2021,Europe,Blue,Petrol,Manual,4.7,182248,74901,4827,Low
X5,2023,Middle East,Grey,Diesel,Manual,1.6,27279,79402,5175,Low
X1,2019,Europe,White,Electric,Automatic,2.3,5235,92962,5282,Low
M5,2017,North America,Silver,Petrol,Manual,4.8,103345,88452,2162,Low
i8,2022,Europe,Silver,Diesel,Automatic,4.5,284,76085,9093,High
M3,2018,Asia,White,Electric,Automatic,1.6,135590,104403,8434,High
X5,2023,Asia,Grey,Diesel,Manual,1.9,38584,64349,7871,High
M3,2022,Africa,Black,Diesel,Automatic,2.1,172677,96742,8744,High
X3,2024,Africa,Silver,Hybrid,Manual,2.3,198178,36050,3678,Low
M3,2020,Middle East,Red,Petrol,Manual,1.8,33279,41032,5961,Low
X6,2022,Asia,Red,Diesel,Automatic,4.0,133886,35584,8413,High
X6,2023,Middle East,Grey,Diesel,Manual,2.3,186608,84210,5964,Low
i3,2024,South America,Grey,Electric,Manual,3.8,72692,49013,5984,Low
X5,2023,Africa,Red,Electric,Manual,3.1,181774,30692,2393,Low
X6,2022,Asia,White,Hybrid,Automatic,3.0,83664,72715,6622,Low
i3,2024,Europe,Blue,Petrol,Automatic,2.2,57351,39891,3632,Low
X3,2018,Europe,Black,Petrol,Automatic,4.8,182962,35793,998,Low
i3,2014,Africa,Black,Hybrid,Manual,4.4,2711,61713,1168,Low
i3,2014,Middle East,Black,Hybrid,Manual,2.9,37458,96099,247,Low
M3,2018,South America,Red,Electric,Manual,4.2,33325,80383,9202,High
M5,2017,North America,Red,Petrol,Automatic,5.0,128734,111886,1818,Low
X1,2018,Africa,Grey,Hybrid,Automatic,3.2,172179,77371,886,Low
X5,2023,Middle East,White,Electric,Manual,3.6,107932,91988,6068,Low
M3,2017,Europe,Silver,Diesel,Manual,4.6,101073,49630,9012,High
X5,2017,Asia,Black,Petrol,Manual,2.3,82998,89221,8172,High
X1,2024,Middle East,Grey,Diesel,Manual,2.8,137179,39855,748,Low
i8,2016,Europe,White,Petrol,Manual,3.7,137444,36609,5070,Low
X5,2019,Africa,Red,Petrol,Manual,4.5,158839,45123,3339,Low
M3,2015,North America,Silver,Electric,Automatic,3.2,140454,46880,1714,Low
M5,2015,Europe,Black,Electric,Automatic,4.3,131111,47688,7579,High
X5,2021,South America,White,Diesel,Manual,3.9,22842,59130,8613,High
X1,2023,Africa,Blue,Electric,Manual,4.0,14614,96567,6627,Low
X1,2024,Middle East,Red,Hybrid,Automatic,3.6,37617,89995,6717,Low
M5,2024,North America,Grey,Petrol,Automatic,3.1,199426,47342,4119,Low
X3,2014,South America,Silver,Hybrid,Manual,2.8,174221,70770,5168,Low
i8,2014,South America,Blue,Hybrid,Manual,2.7,145950,72976,1693,Low
X1,2021,South America,Red,Diesel,Manual,1.7,192384,118906,6790,Low
i8,2018,Africa,Black,Electric,Manual,4.5,175562,59917,4098,Low
i8,2018,Middle East,Black,Petrol,Manual,4.5,6838,96715,5079,Low
X6,2015,North America,White,Diesel,Manual,4.5,51435,47267,3194,Low
X5,2024,North America,Silver,Electric,Automatic,4.2,19182,56243,2511,Low
M5,2020,Middle East,Black,Hybrid,Manual,1.5,155169,73907,4016,Low
M5,2018,South America,Red,Diesel,Automatic,3.8,59101,49339,2491,Low
M5,2019,Africa,White,Hybrid,Manual,2.8,21761,42423,5150,Low
M3,2015,North America,Grey,Hybrid,Automatic,4.4,177349,45842,3614,Low
M5,2018,Middle East,Blue,Hybrid,Automatic,2.4,30796,108272,2348,Low
X5,2021,Africa,White,Diesel,Automatic,3.2,19362,92182,9912,High
i8,2018,Asia,Grey,Diesel,Manual,4.5,81795,64399,9295,High
M5,2020,North America,Blue,Diesel,Automatic,2.3,179530,63515,3137,Low
M5,2014,Asia,Red,Diesel,Manual,2.7,143762,82341,1397,Low
M5,2020,Middle East,Blue,Hybrid,Automatic,3.7,82873,59757,6150,Low
X1,2016,North America,Black,Hybrid,Automatic,1.8,136041,58128,9393,High
X6,2024,North America,Grey,Petrol,Manual,4.0,61542,71407,1183,Low
X6,2018,Africa,Grey,Diesel,Manual,4.4,84538,87841,4230,Low
X1,2016,Europe,Red,Diesel,Manual,3.9,179689,71826,9376,High
i3,2021,Europe,Black,Electric,Manual,4.1,82402,38100,9485,High
M3,2014,Asia,Red,Electric,Automatic,2.8,12020,66157,4950,Low
M5,2024,Africa,Blue,Diesel,Automatic,3.6,45578,60969,6208,Low
X6,2024,Asia,White,Diesel,Manual,4.1,179461,62193,3891,Low
M3,2019,Middle East,Silver,Diesel,Automatic,3.4,31712,105002,6100,Low
M3,2017,South America,Silver,Hybrid,Automatic,3.9,169916,65958,1039,Low
X6,2019,Africa,Blue,Hybrid,Automatic,2.5,133947,78380,777,Low
X3,2022,Asia,Grey,Hybrid,Manual,1.6,146590,93113,9089,High
M3,2019,South America,Red,Petrol,Manual,1.6,190682,119926,2726,Low
i8,2023,North America,White,Electric,Automatic,4.8,186390,48970,9532,High
i8,2019,Africa,White,Electric,Manual,4.8,155520,50548,8882,High
M3,2019,North America,White,Petrol,Automatic,2.0,61785,59405,4893,Low
M3,2014,Middle East,Silver,Electric,Manual,2.3,36024,37368,4586,Low
X5,2023,Europe,Grey,Petrol,Automatic,2.7,170530,112866,3836,Low
i3,2022,North America,Blue,Diesel,Manual,4.3,37742,98568,9397,High
X3,2020,Asia,Red,Diesel,Manual,4.1,72500,92449,5377,Low
i3,2018,Middle East,Blue,Hybrid,Manual,1.8,84213,41242,4747,Low
X5,2016,Asia,Black,Diesel,Manual,3.9,57513,106745,1120,Low
M5,2019,Africa,Silver,Electric,Manual,3.3,179348,44524,9848,High
X1,2015,North America,Silver,Petrol,Automatic,4.1,101116,106834,5382,Low
X6,2018,Asia,Red,Electric,Manual,1.8,147006,102738,9535,High
X3,2015,South America,Black,Petrol,Manual,2.1,97317,115810,325,Low
X3,2016,South America,Black,Electric,Manual,2.0,177193,52002,231,Low
X5,2016,Africa,Red,Petrol,Manual,4.8,145273,105074,7073,High
X5,2022,Africa,Black,Diesel,Automatic,2.3,87510,103500,7483,High
X1,2016,North America,Grey,Diesel,Automatic,3.5,118876,97809,2572,Low
X5,2020,Asia,Black,Petrol,Automatic,4.3,76267,85059,1420,Low
M5,2017,Africa,Silver,Electric,Manual,3.8,82323,55167,6093,Low
X5,2016,Europe,Red,Electric,Manual,4.6,65994,47589,4257,Low
X6,2021,Europe,Red,Electric,Manual,4.4,82053,56080,7648,High
M5,2021,Africa,Red,Electric,Automatic,2.3,176207,32965,9064,High
X5,2017,Middle East,Black,Diesel,Manual,1.6,121847,67105,2769,Low
i3,2016,Europe,White,Electric,Manual,2.6,122272,104325,4947,Low
i8,2015,Africa,Blue,Electric,Automatic,4.2,190804,50568,1512,Low
X6,2020,Middle East,Grey,Hybrid,Automatic,1.5,163456,61060,6320,Low
X6,2015,Asia,Blue,Hybrid,Manual,1.9,32059,56828,6737,Low
X5,2023,Africa,Grey,Petrol,Automatic,5.0,103061,85940,3027,Low
i3,2017,Europe,Silver,Diesel,Manual,2.0,59161,75945,1868,Low
X3,2022,Europe,Black,Diesel,Manual,2.7,110624,96889,5660,Low
M3,2017,Europe,Black,Diesel,Automatic,4.6,14010,62717,7981,High
i3,2021,Africa,Red,Diesel,Manual,3.6,45970,57152,8630,High
i8,2015,North America,Blue,Electric,Automatic,4.2,73211,30481,731,Low
i3,2021,Africa,Red,Electric,Automatic,3.9,7828,68735,3828,Low
X6,2019,Asia,Silver,Petrol,Automatic,3.4,189185,62152,712,Low
X1,2020,South America,Black,Hybrid,Automatic,4.9,167665,78981,348,Low
M3,2023,Asia,White,Hybrid,Automatic,4.3,178563,55753,2700,Low
M5,2014,Middle East,White,Hybrid,Automatic,2.1,31790,35433,5396,Low
X3,2014,Asia,Blue,Hybrid,Automatic,1.7,49416,115564,9888,High
M3,2017,Asia,Black,Petrol,Automatic,2.3,149223,64281,1195,Low
M3,2021,South America,Grey,Hybrid,Manual,2.7,76969,70512,9551,High
M3,2021,Europe,Black,Diesel,Manual,2.0,132224,65912,2357,Low
M3,2016,North America,Red,Diesel,Manual,2.3,30680,39365,3350,Low
X6,2023,South America,White,Hybrid,Automatic,3.3,138957,39310,9671,High
i8,2018,Asia,White,Hybrid,Manual,1.9,177249,106176,524,Low
i8,2016,South America,Blue,Hybrid,Automatic,1.7,44133,71787,3536,Low
i8,2014,North America,Grey,Diesel,Automatic,3.6,136302,93074,6589,Low
M5,2016,South America,Blue,Hybrid,Automatic,4.8,188787,102914,3658,Low
M5,2017,North America,Blue,Petrol,Manual,2.5,127941,68546,1901,Low
M5,2024,Asia,White,Petrol,Manual,4.4,6340,69946,4109,Low
i8,2020,Africa,White,Diesel,Manual,2.1,58633,41007,2083,Low
i8,2018,South America,Black,Diesel,Automatic,2.1,70045,99614,2548,Low
i3,2018,Africa,Black,Electric,Automatic,4.4,134747,109058,7778,High
X3,2019,Asia,Blue,Electric,Automatic,2.0,86964,47340,1727,Low
M3,2017,Europe,Blue,Petrol,Automatic,4.0,61587,64121,4753,Low
M5,2023,Africa,White,Electric,Automatic,3.7,175767,88296,8278,High
X1,2023,Asia,Blue,Petrol,Automatic,2.5,49178,61637,9404,High
X6,2023,Asia,Blue,Electric,Manual,2.3,110793,101536,7068,High
X6,2018,South America,Red,Diesel,Automatic,2.4,96602,82637,8232,High
i3,2024,Africa,Silver,Electric,Automatic,2.5,56726,108753,8534,High
X5,2023,Asia,White,Diesel,Automatic,4.1,36862,65809,5891,Low
i3,2019,Africa,Black,Hybrid,Manual,3.2,69707,88029,3122,Low
M5,2019,South America,Black,Diesel,Automatic,2.5,46560,95856,3305,Low
X1,2022,Africa,Red,Electric,Manual,3.9,46433,68727,7865,High
M3,2019,Middle East,Grey,Petrol,Manual,2.6,53002,71037,8543,High
X1,2020,North America,Blue,Diesel,Automatic,4.3,79387,119652,4029,Low
X1,2017,South America,Grey,Petrol,Automatic,2.5,158666,108250,2770,Low
X5,2022,South America,White,Hybrid,Manual,2.8,182493,32945,2596,Low
M5,2020,South America,Blue,Hybrid,Automatic,1.9,162951,105144,6267,Low
i8,2017,Middle East,White,Electric,Automatic,3.9,139758,87659,4798,Low
X3,2024,Europe,Red,Diesel,Manual,2.1,118018,71108,1824,Low
X1,2016,Europe,Grey,Electric,Manual,3.8,192277,86665,848,Low
M5,2018,Europe,Silver,Petrol,Manual,4.3,87664,85496,6766,Low
M3,2014,Middle East,Grey,Petrol,Manual,3.1,22176,35967,200,Low
i8,2016,South America,Blue,Petrol,Automatic,1.6,108321,60332,3621,Low
M5,2020,North America,Grey,Hybrid,Manual,3.4,36189,31927,4842,Low
X5,2018,Europe,Grey,Electric,Manual,3.1,35394,70494,6649,Low
M3,2018,North America,White,Electric,Automatic,3.4,100655,98849,5148,Low
i3,2022,Africa,Blue,Electric,Automatic,2.2,141056,68039,8285,High
X6,2017,North America,Grey,Petrol,Manual,3.9,34709,36924,4160,Low
X5,2014,Asia,Grey,Diesel,Manual,2.5,149477,103443,2562,Low
X5,2022,Europe,Black,Hybrid,Automatic,3.4,46058,34187,9443,High
i8,2020,North America,Silver,Hybrid,Automatic,2.7,7073,111678,8152,High
X6,2019,South America,Blue,Diesel,Automatic,3.2,181895,44875,7342,High
X3,2017,North America,White,Diesel,Automatic,4.3,74190,64270,9326,High
i3,2017,Asia,Black,Petrol,Automatic,2.4,119845,60265,6397,Low
M3,2022,Europe,Black,Hybrid,Manual,4.2,132285,104270,2876,Low
X1,2021,Europe,Silver,Petrol,Manual,2.3,178120,108649,5979,Low
X1,2021,South America,White,Hybrid,Manual,2.8,69907,95226,7203,High
X1,2016,Asia,Red,Petrol,Automatic,1.8,164140,83433,1187,Low
X1,2018,Africa,Blue,Petrol,Automatic,4.0,137596,68631,3803,Low
X1,2014,Middle East,Red,Electric,Automatic,4.5,181865,118278,9894,High
X6,2018,Europe,Red,Diesel,Automatic,2.9,28223,33917,1797,Low
i3,2015,Europe,Red,Diesel,Manual,2.7,185930,109829,9366,High
X1,2019,South America,Black,Petrol,Automatic,3.8,130167,109999,6016,Low
M3,2019,Africa,Red,Electric,Manual,2.5,117790,79257,4539,Low
X5,2022,Europe,Red,Petrol,Manual,3.3,48152,85326,2402,Low
i3,2023,Africa,Black,Diesel,Manual,3.4,170497,64120,5387,Low
i3,2019,Asia,Grey,Hybrid,Automatic,4.7,172584,51863,743,Low
i8,2023,Middle East,White,Electric,Automatic,3.7,125108,41555,2035,Low
X3,2014,Europe,White,Hybrid,Manual,3.8,184007,34394,366,Low
